report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
17308,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Class B,Polk County,1984-10-01,33.9844,-85.3582,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,0.084
17477,Report 17477: Witness and family hear Mississippi type howl from wooded area near home,Class B,Atkinson County,2003-08-12,31.2137,-82.77173,Report 17477: Witness and family hear Mississippi type howl from wooded area near home,0.021
17957,Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley,Class B,Habersham County,2007-02-15,34.71425,-83.62215,Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley,0.356
18001,Report 18001: Possible vocalizations near Plunketts Road outside Buford,Class B,Gwinnett County,1999-08-13,34.4447,-83.59509,Report 18001: Possible vocalizations near Plunketts Road outside Buford,0.38
18361,Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim,Class B,Effingham County,2007-03-24,32.13781,-81.34159,Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim,0.011
18377,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Class B,Haralson County,2006-12-18,33.81461,-85.15337,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,0.326
18439,Report 18439: Possible scream at Ft. Stewart,Class B,Long County,1987-09-19,31.55762,-81.47213,Report 18439: Possible scream at Ft. Stewart,0.009
19129,Report 19129: Camper reports possible knocks in daylight near Conasauga River,Class B,Murray County,2005-04-21,34.8983,-84.6216,Report 19129: Camper reports possible knocks in daylight near Conasauga River,0.768
21145,Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake,Class B,Lincoln County,1979-10-15,33.89761,-82.4975,Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake,0.038
22813,Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,Class B,Floyd County,2005-08-15,34.4826,-85.10299,Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,0.646
23701,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),Class B,Union County,2005-07-03,34.6527,-84.0354,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),1.0
23978,Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area,Class B,White County,1990-10-20,34.78035,-83.78375,Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area,0.711
24393,"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany",Class B,Dougherty County,1977-07-30,31.30062,-84.02254,"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany",0.213
25574,Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,Class B,Rabun County,2009-02-22,34.94325,-83.18237,Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,1.0
25693,Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley,Class B,White County,2009-03-15,34.70107,-83.6746,Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley,0.204
26019,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Class B,Paulding County,2006-06-21,33.796,-84.79601,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,0.228
26396,Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson,Class B,Atkinson County,2007-11-15,31.30952,-82.74675,Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson,0.041
28982,Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,Class B,Decatur County,2011-03-11,30.79456,-84.78122,Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,0.008
29530,Report 29530: Possible wood knock responses and strange tracks found near Rome,Class B,Floyd County,2011-06-20,34.17769,-85.19659,Report 29530: Possible wood knock responses and strange tracks found near Rome,0.861
30483,Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,Class B,Crisp County,2011-08-25,31.85605,-83.57655,Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,0.061
30730,Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA,Class B,Walker County,2011-09-28,34.62689,-85.42266,Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA,0.511
32254,Report 32254: Marine veteran hears strange howls late at night near Acworth,Class B,Paulding County,2011-08-27,34.06787,-84.79704,Report 32254: Marine veteran hears strange howls late at night near Acworth,0.226
35352,Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls,Class B,Habersham County,2012-05-09,34.70157,-83.45181,Report 35352: Golfers watch large animal jump from a tree outside Tallulah Falls,0.349
35631,Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg,Class B,Lee County,2012-05-30,31.62608,-84.16016,Report 35631: Woman sees a tall figure at night outside her home in a subdivision south of Leesburg,0.067
41169,Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown,Class B,Polk County,2013-05-10,33.95003,-85.35133,Report 41169: Motorist sees a tall man-like figure standing in a field at dawn near Cedartown,0.051
43553,Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro,Class B,Emanuel County,2006-09-25,32.74985,-82.24796,Report 43553: Teenage girl startles a gorilla-like animal while walking home in the dark north of Swainsboro,0.076
43611,Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge,Class B,Gilmer County,2014-01-05,34.81182,-84.3453,Report 43611: Couple spot possible footprints on Benton MacKaye Trail near Blue Ridge,1.0
44571,Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman,Class B,Randolph County,2011-11-24,31.71434,-84.60457,Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman,0.091
47523,Report 47523: Hunter north of Macon hears two large animals as he dresses his deer,Class B,Jones County,2013-11-05,33.09184,-83.69681,Report 47523: Hunter north of Macon hears two large animals as he dresses his deer,0.318
47841,Report 47841: Teen looking out his back window spots a figure behind a tree south of Rockmart,Class B,Paulding County,2015-01-30,33.91604,-85.01929,Report 47841: Teen looking out his back window spots a figure behind a tree south of Rockmart,0.366
49544,Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,Class B,Emanuel County,1986-09-12,32.39858,-82.30919,Report 49544: Man and wife recall possible daytime sighting while fishing the Ohoopee River,0.065
58900,"Report 58900: DOT work crew encounters growls, knocks, footprints, visual glimpse under bridge for Hwy 96 near Flint RIver",Class B,Crawford County,2010-09-15,32.54609,-83.99794,"Report 58900: DOT work crew encounters growls, knocks, footprints, visual glimpse under bridge for Hwy 96 near Flint RIver",0.308
72175,Report 72175: Hunter describes possible Sasquatch activity near Oconee River and Bells Ferry State Park,Class B,Wilkinson County,2009-11-28,32.89526,-83.06994,Report 72175: Hunter describes possible Sasquatch activity near Oconee River and Bells Ferry State Park,0.007
75283,Report 75283: RECENT !! Property owner reports bigfoot-like howls outside Canton,Class B,Cherokee County,2022-12-17,34.17351,-84.46456,Report 75283: RECENT !! Property owner reports bigfoot-like howls outside Canton,0.26
77591,Report 77591: DUSK PROTEST -- 23 miles south of Macon -- Big rocks thrown around sundown near remote boat launch on Ocmulgee River,Class B,Twiggs County,2023-09-22,32.4857,-83.48826,Report 77591: DUSK PROTEST -- 23 miles south of Macon -- Big rocks thrown around sundown near remote boat launch on Ocmulgee River,0.118
77604,Report 77604: Wood knocks heard by hunter near Appalachian Trail 7 miles SE of Hiawassee,Class B,Towns County,2024-05-16,34.86873,-83.66686,Report 77604: Wood knocks heard by hunter near Appalachian Trail 7 miles SE of Hiawassee,1.0
79369,Report 79369: Train spotters describe night time incident at Folkston Funnel (railroad junction),Class B,Charlton County,2025-10-16,30.83812,-82.0098,Report 79369: Train spotters describe night time incident at Folkston Funnel (railroad junction),0.029
2509,Report 2509: Campers get visited in the middle of the night and hear vocalizations.,Class B,Pottawattamie County,1999-12-12,41.48453,-96.01464,Report 2509: Campers get visited in the middle of the night and hear vocalizations.,0.007
3049,Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,Class B,Lee County,1985-02-15,40.4415,-91.4261,Report 3049: Atv riders hear daytime vocalization and find tracks near Keokuk,0.055
5072,Report 5072: Witness reports seeing footprints as a child,Class B,Humboldt County,1977-09-01,42.9074,-94.3841,Report 5072: Witness reports seeing footprints as a child,0.034
6394,"Report 6394: Possible tracks found in snow near Albia, Iowa",Class B,Monroe County,1976-01-14,41.02174,-92.73979,"Report 6394: Possible tracks found in snow near Albia, Iowa",0.22
16714,Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park,Class B,Woodbury County,1970-06-01,42.55576,-96.47562,Report 16714: Two men remember hearing bone-chilling scream while parking at lookout point in Stone State Park,0.303
22945,Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge,Class B,Scott County,1981-02-04,41.65225,-90.59601,Report 22945: Man recalls observing possible tracks and being screamed at on his paper route in Eldridge,0.048
23448,Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,Class B,Fayette County,2006-10-07,45.8618,-91.75641,Report 23448: Possible nighttime encounter by campers at Volga River State Recreation Area,0.15
24056,Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,Class B,Decatur County,2008-05-28,40.8348,-93.85965,Report 24056: Hunter describes combination of rock clacking and bird-like vocals in public hunting area near Van Wert,0.086
27141,Report 27141: Campers hear loud scream at close range near Wapsipinicon River,Class B,Scott County,1989-07-04,41.76392,-90.55585,Report 27141: Campers hear loud scream at close range near Wapsipinicon River,0.007
27978,Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,Class B,Johnson County,1973-07-01,41.76292,-91.59415,Report 27978: Memory of a possible encounter as young girls riding horses at night near the Coralville Reservoir,0.068
28427,"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area",Class B,Winneshiek County,2010-10-24,43.32922,-92.06343,"Report 28427: Hunter experiences eerie silence, foul odor and possible wood knocking in the Cardinal Marsh Wildlife Management Area",0.451
33490,Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,Class B,Humboldt County,2011-02-15,42.6766,-94.20245,Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,0.224
35883,Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,Class B,Johnson County,2010-04-15,41.7822,-91.57033,Report 35883: Possible encounter while volunteering at Macbride Raptor Project outside North Liberty,0.343
36514,Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury,Class B,Dubuque County,2012-09-21,42.50969,-90.84215,Report 36514: Father and son are approached by three large bipeds while fishing at dusk west of Asbury,0.331
36817,Report 36817: Screams and stalking at a Girl Scout camp 13 miles west of Dubuque,Class B,Dubuque County,1959-08-01,42.48319,-90.86319,Report 36817: Screams and stalking at a Girl Scout camp 13 miles west of Dubuque,0.811
39831,Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo,Class B,Dickinson County,2013-02-04,43.47104,-95.12505,Report 39831: Photographer spooked off Big Spirit Lake before he gets his photo,0.044
41700,Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden,Class B,Boone County,2013-07-23,42.10722,-94.01338,Report 41700: Motorist observes a dark shaggy figure running on the road in daylight near Ogden,0.261
44740,Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,Class B,Clayton County,1970-09-27,43.00499,-91.17154,Report 44740: Memory told of being chased off by frightening thumps and scream while hiking in Pikes Peak State Park,1.0
48388,"Report 48388: Strange, large animal seen at night on a rural road near Auburn",Class B,Sac County,2013-07-31,42.23576,-94.91264,"Report 48388: Strange, large animal seen at night on a rural road near Auburn",0.028
56106,Report 56106: Family finds strange prints on a trail in Waubonsie State Park,Class B,Fremont County,2013-06-30,40.66972,-95.68422,Report 56106: Family finds strange prints on a trail in Waubonsie State Park,0.455
57358,Report 57358: Possible howl heard while fishing at night near Otterville,Class B,Buchanan County,2013-08-15,42.51633,-91.96428,Report 57358: Possible howl heard while fishing at night near Otterville,0.071
57939,Report 57939: Possible knocks heard in a neighborhood near Protivin,Class B,Chickasaw County,2017-06-15,43.19481,-92.15997,Report 57939: Possible knocks heard in a neighborhood near Protivin,0.083
9954,Report 9954: Elk hunters find footprints on Stanley Butte.,Class B,Idaho County,1974-09-14,46.2404,-115.2088,Report 9954: Elk hunters find footprints on Stanley Butte.,1.0
10960,Report 10960: Possible stalking outside a campers' tent in the White Knob mountains,Class B,Custer County,2004-08-01,43.79615,-113.8441,Report 10960: Possible stalking outside a campers' tent in the White Knob mountains,0.252
13717,Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley,Class B,Custer County,2001-09-01,44.14765,-114.9221,Report 13717: Possible vocalizations heard by staff at Redfish Lake near Stanley,0.372
13768,Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois,Class B,Clark County,1997-08-19,44.2548,-112.6467,Report 13768: Possible sighting at night by bowhunters near Crooked Creek outside Dubois,0.874
13828,"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road",Class B,Bonner County,2006-02-10,48.15585,-116.1842,"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road",0.491
15120,Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia,Class B,Benewah County,1972-10-01,47.0615,-116.322,Report 15120: Man describes daylight sighting by father (elk hunter) near Clarkia,0.227
15206,Report 15206: Possible tracks found on Buckles Mountain,Class B,Kootenai County,2005-10-06,47.85001,-116.6079,Report 15206: Possible tracks found on Buckles Mountain,1.0
15416,Report 15416: Possible vocalizations heard by campers near Lowman,Class B,Boise County,2004-06-19,44.14555,-115.3106,Report 15416: Possible vocalizations heard by campers near Lowman,0.204
15621,Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake,Class B,Valley County,2006-06-27,45.16792,-115.8405,Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake,0.634
18050,Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains.,Class B,Lemhi County,2000-08-01,44.9625,-114.655,Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains.,1.0
18958,Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains,Class B,Madison County,2008-04-12,43.61015,-111.4418,Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains,1.0
20221,Report 20221: Winter hikers find trail of footprints near Clark Fork,Class B,Bonner County,2000-12-31,48.25206,-116.0969,Report 20221: Winter hikers find trail of footprints near Clark Fork,1.0
24224,Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest,Class B,Shoshone County,1981-08-01,47.6835,-116.211,Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest,1.0
24693,"Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint",Class B,Bonner County,2008-08-19,48.33,-116.71,"Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint",1.0
25056,Report 25056: Fish &amp; Game employee recalls following possible tracks while hiking near Little Payette Lake,Class B,Valley County,1979-10-20,44.9166,-116.4873,Report 25056: Fish &amp; Game employee recalls following possible tracks while hiking near Little Payette Lake,1.0
28386,Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,Class B,Bear Lake County,2003-06-21,42.35635,-111.5212,Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,0.35
29020,Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,Class B,Boise County,2009-11-01,44.35978,-115.8596,Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,0.681
30868,Report 30868: Tracks found during a nature ride near Mica Peak.,Class B,Kootenai County,2010-06-15,47.61947,-116.9945,Report 30868: Tracks found during a nature ride near Mica Peak.,1.0
42647,Report 42647: Hunter finds possible footprints and knuckle prints near Priest Lake,Class B,Bonner County,2013-11-02,48.74915,-116.8415,Report 42647: Hunter finds possible footprints and knuckle prints near Priest Lake,1.0
56257,Report 56257: River rafter has rocks thrown toward him while hiking near Sheepeater Hot Springs,Class B,Custer County,2013-06-06,44.62801,-115.2019,Report 56257: River rafter has rocks thrown toward him while hiking near Sheepeater Hot Springs,1.0
56270,Report 56270: Hunter finds broken turtle shells and hears possible vocalizations near Coolin,Class B,Bonner County,2014-10-24,48.43676,-116.9137,Report 56270: Hunter finds broken turtle shells and hears possible vocalizations near Coolin,0.15
57765,Report 57765: Cabin owners have a strange night near Warm Lake,Class B,Valley County,2017-06-25,44.64824,-115.6803,Report 57765: Cabin owners have a strange night near Warm Lake,0.549
57784,Report 57784: Traveler sleeping at rest stop near Malad City awakened by possible wood knocks,Class B,Oneida County,2017-06-17,42.10072,-112.2149,Report 57784: Traveler sleeping at rest stop near Malad City awakened by possible wood knocks,0.427
58026,"Report 58026: Hikers find footprints, possible nest and hear wood knocks mid-day near Coolin",Class B,Bonner County,2017-08-05,48.75694,-116.7338,"Report 58026: Hikers find footprints, possible nest and hear wood knocks mid-day near Coolin",1.0
59185,Report 59185: Camper finds possible tracks on a sandbar along Henry's Fork River,Class B,Madison County,2015-06-25,43.86739,-111.8617,Report 59185: Camper finds possible tracks on a sandbar along Henry's Fork River,0.041
59343,"Report 59343: Father and son experience ""disappearing stump"" on Carmen Creek Road while scouting for deer during the day outside the city of Salmon",Class B,Lemhi County,2014-10-15,45.2704,-113.8186,"Report 59343: Father and son experience ""disappearing stump"" on Carmen Creek Road while scouting for deer during the day outside the city of Salmon",1.0
61107,Report 61107: Archery hunter describes possible stalking incident outside the town of Headquarters,Class B,Clearwater County,2021-11-08,46.75905,-115.8545,Report 61107: Archery hunter describes possible stalking incident outside the town of Headquarters,1.0
63726,Report 63726: Camper reports knocks and camp intrusion at Whitetail Campground in Farragut State Park near Athol,Class B,Kootenai County,2008-05-15,47.96905,-116.5499,Report 63726: Camper reports knocks and camp intrusion at Whitetail Campground in Farragut State Park near Athol,0.656
64180,Report 64180: Logger hears long roaring howls on the same property large tracks had been discovered.,Class B,Bonner County,2020-02-15,48.22407,-116.8768,Report 64180: Logger hears long roaring howls on the same property large tracks had been discovered.,0.382
65276,"Report 65276: Husband and wife hear vocals while making camp at dark, near Priest Lake.",Class B,Bonner County,2017-10-07,48.73665,-116.8596,"Report 65276: Husband and wife hear vocals while making camp at dark, near Priest Lake.",0.099
65369,"Report 65369: Family hears ""Ohio Howls"" in the historic Marble Creek drainage, 47 mi SE of Coeur d’Alene",Class B,Shoshone County,2019-07-13,47.19253,-116.0776,"Report 65369: Family hears ""Ohio Howls"" in the historic Marble Creek drainage, 47 mi SE of Coeur d’Alene",1.0
65779,Report 65779: Hunter describes trailer shaking then scream/howl outside Council on boundary of Payette NF and Boise NF,Class B,Adams County,2009-10-07,44.45853,-116.2853,Report 65779: Hunter describes trailer shaking then scream/howl outside Council on boundary of Payette NF and Boise NF,0.589
65924,"Report 65924: Camper hears Wood Knocks, Whoops and has a possible sighting on the St. Joe River",Class B,Shoshone County,2020-08-08,47.23444,-115.6292,"Report 65924: Camper hears Wood Knocks, Whoops and has a possible sighting on the St. Joe River",0.358
67192,Report 67192: Wood Knocks and Vocalizations are heard then something hits the side of a remote cabin,Class B,Benewah County,2020-10-15,47.23455,-116.7369,Report 67192: Wood Knocks and Vocalizations are heard then something hits the side of a remote cabin,1.0
67401,Report 67401: Hunter gets spooked by loud knocks 7 miles south of Bovill,Class B,Latah County,2020-10-09,46.75473,-116.4292,Report 67401: Hunter gets spooked by loud knocks 7 miles south of Bovill,1.0
71799,"Report 71799: Local couple hear loud knocks from different directions in Coeur d' Alene Mountains, 5 miles north of Osburn",Class B,Shoshone County,2021-11-01,47.5405,-115.947,"Report 71799: Local couple hear loud knocks from different directions in Coeur d' Alene Mountains, 5 miles north of Osburn",1.0
71863,Report 71863: Elk hunters hear loud wood knocks from multiple directions in remote forest 40 miles east of Boise,Class B,Elmore County,2021-10-29,43.71597,-115.3929,Report 71863: Elk hunters hear loud wood knocks from multiple directions in remote forest 40 miles east of Boise,1.0
74987,"Report 74987: Footsteps and wood knocks heard near Gospel Lakes, 20 miles south of Grangeville",Class B,Idaho County,2019-07-19,45.62681,-115.9501,"Report 74987: Footsteps and wood knocks heard near Gospel Lakes, 20 miles south of Grangeville",1.0
78583,"Report 78583: Backpacker hears howls and knocks on different trips in Upper Dry Creek, seven (7) miles NE from Boise",Class B,Ada County,2025-05-04,43.71377,-116.1522,"Report 78583: Backpacker hears howls and knocks on different trips in Upper Dry Creek, seven (7) miles NE from Boise",1.0
2901,Report 2901: Couple in car terrified by loud howl/scream near Carlinville.,Class B,Macoupin County,1978-05-01,39.115,-89.952,Report 2901: Couple in car terrified by loud howl/scream near Carlinville.,0.033
2992,Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw.,Class B,Hancock County,2001-05-16,40.3752,-91.3883,Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw.,0.028
3018,Report 3018: Late night screams heard near Rosiclare.,Class B,Hardin County,2001-08-16,37.5,-88.3461,Report 3018: Late night screams heard near Rosiclare.,0.16
3300,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,Class B,Perry County,1975-12-06,38.04813,-89.30435,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,0.092
5742,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,Class B,Pulaski County,2004-11-27,37.1142,-89.1979,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,0.118
6820,Report 6820: Tracks found on a creek bed near Chandlerville,Class B,Cass County,2004-11-14,40.04505,-90.1498,Report 6820: Tracks found on a creek bed near Chandlerville,0.307
10879,Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.,Class B,Jasper County,2000-05-06,38.94564,-87.97622,Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.,0.078
11121,Report 11121: Hikers find large footprint along Franklin Creek.,Class B,Lee County,2003-06-14,41.86395,-89.34285,Report 11121: Hikers find large footprint along Franklin Creek.,0.158
11295,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Class B,Kane County,1984-11-17,42.075,-88.53872,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,0.092
12836,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,Class B,Tazewell County,2005-10-06,40.61,-89.585,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,0.06
12919,Report 12919: Youth has nighttime sighting along Rock River,Class B,Whiteside County,1986-11-15,41.6,-90.1,Report 12919: Youth has nighttime sighting along Rock River,0.181
13070,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,Class B,Saline County,2005-11-18,37.63,-88.55,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,0.137
14802,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,Class B,Saline County,2006-05-29,37.61404,-88.50061,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,0.765
15019,Report 15019: Possible vocalizations heard near Yorkville,Class B,Kendall County,2006-06-21,41.625,-88.4375,Report 15019: Possible vocalizations heard near Yorkville,0.113
15393,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,Class B,Williamson County,2006-07-28,37.61095,-88.9319,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,0.021
15844,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",Class B,Vermilion County,2005-10-01,40.1527,-87.7424,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",0.217
15895,"Report 15895: Possible vocalization heard in Marion, Illinois",Class B,Williamson County,1977-12-31,37.72735,-88.9487,"Report 15895: Possible vocalization heard in Marion, Illinois",0.036
18059,Report 18059: Possible footprints found five miles east of Vandalia.,Class B,Fayette County,1998-09-26,39.0,-89.0,Report 18059: Possible footprints found five miles east of Vandalia.,0.104
18584,Report 18584: Possible vocalization heard near Pyramid State Park.,Class B,Perry County,2007-10-15,38.0985,-89.4205,Report 18584: Possible vocalization heard near Pyramid State Park.,0.15
23760,Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.,Class B,Jackson County,1978-04-02,37.78048,-89.45728,Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.,0.301
25704,Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs,Class B,Pope County,2007-09-22,37.52127,-88.65912,Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs,0.342
25924,Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,Class B,Massac County,2008-11-26,37.228,-88.7476,Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,0.113
26039,Report 26039: Motorist has possible sighting near Barrington.,Class B,Lake County,2008-05-13,42.17577,-88.09506,Report 26039: Motorist has possible sighting near Barrington.,0.043
26874,Report 26874: Possible footprints found near Mackinaw River,Class B,Woodford County,2009-09-24,40.65639,-89.04518,Report 26874: Possible footprints found near Mackinaw River,0.245
27042,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,Class B,Madison County,2009-12-18,38.90123,-89.80123,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,0.035
27146,Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville,Class B,Fulton County,2010-01-05,40.63267,-90.28404,Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville,0.06
27387,Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,Class B,Ogle County,2010-02-28,41.90703,-89.41539,Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,0.234
27692,Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Class B,Peoria County,2010-05-05,40.82944,-89.73378,Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,0.079
28370,Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,Class B,Sangamon County,1978-08-01,39.65749,-89.56981,Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,0.071
28525,Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery,Class B,Cook County,2010-11-02,41.63243,-87.76622,Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery,0.072
28569,Report 28569: Wood knock and possible nighttime sighting east of Canton Lake,Class B,Fulton County,2008-12-27,40.5634,-89.95824,Report 28569: Wood knock and possible nighttime sighting east of Canton Lake,0.043
28679,Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos),Class B,Du Page County,2011-01-04,41.89011,-88.18031,Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos),0.03
28713,Report 28713: Hikers find possible footprints by a cornfield north of Norris,Class B,Fulton County,2009-09-15,40.63281,-89.99568,Report 28713: Hikers find possible footprints by a cornfield north of Norris,0.075
29227,Report 29227: Possible footprints found near Metropolis,Class B,Massac County,2011-05-03,37.2276,-88.7584,Report 29227: Possible footprints found near Metropolis,0.174
29241,Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,Class B,Moultrie County,1999-10-09,39.75616,-88.62624,Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,0.011
29448,Report 29448: Possible footprints found near Algonquin,Class B,Kane County,2011-02-03,42.1551,-88.2886,Report 29448: Possible footprints found near Algonquin,0.15
29495,Report 29495: Possible footprint found on edge of Chatham,Class B,Sangamon County,2011-06-15,39.66676,-89.68079,Report 29495: Possible footprint found on edge of Chatham,0.078
